"","uk","yk"
"140",-1,-0.760760890821705
"141",-1,-0.744770162585299
"142",-1,-0.857406828806517
"143",-1,-1.35731409240044
"144",-1,-1.00294809060966
"145",-1,-1.13727598941663
"146",1,-1.1994198646527
"147",1,-1.27250057780935
"148",1,0.104730032030567
"149",1,-0.130306337072084
"150",1,0.829749655181599
"151",1,0.887857436794597
"152",1,0.788258122390937
"153",1,0.785033487173613
"154",1,0.543413931181126
"155",1,1.06956398281113
"156",-1,0.796013954153914
"157",-1,0.584690819412636
"158",-1,-0.0125226044833551
"159",-1,-0.605543861935385
"160",-1,-0.867715610795369
"161",-1,-0.870870649017793
"162",-1,-1.07570523309019
"163",-1,-1.21162694036783
"164",-1,-0.10075752947976
"165",-1,-0.1665018311742
"166",1,-0.54305405084306
"167",1,-1.09823810273145
"168",1,0.0964566458919347
"169",1,0.474508840935196
"170",1,0.904269650197017
"171",-1,0.355837722673837
"172",-1,-0.0324847897162035
"173",-1,-1.05345658877467
"174",-1,-0.683789468807888
"175",-1,-0.649777474056335
"176",-1,-0.619182226240444
"177",-1,-0.79364081001181
"178",-1,-0.726372925136665
"179",-1,-0.931185545023783
"180",-1,-0.547825762612723
"181",1,-1.18629703237156
"182",1,-0.720073855923476
"183",1,0.128409706792498
"184",1,0.438819946183618
"185",1,0.825985580244212
"186",-1,1.08914047339515
"187",-1,0.492565057860562
"188",-1,-0.0490336685678603
"189",-1,-0.335357829727798
"190",-1,-0.651766564473586
"191",-1,-0.781179353811557
"192",-1,-0.840882537895442
"193",-1,-0.895648363917402
"194",-1,-0.811781201841465
"195",-1,-0.79185746617099
"196",-1,-0.539570572741726
"197",-1,-0.26528005718685
"198",-1,-0.529850447597486
"199",-1,-0.775537796976622
"200",-1,-0.570171194380441
"201",-1,-0.686454814125023
"202",-1,-1.08625096129693
"203",-1,-0.545262854589873
"204",-1,-0.665581012308224
"205",-1,-0.719174887608727
"206",1,-0.609476067161449
"207",1,-0.670954654991432
"208",1,0.141999549054795
"209",1,0.508981277542033
"210",1,0.62370481192329
"211",-1,0.557471595997169
"212",-1,1.26113469070295
"213",-1,-0.605940948004861
"214",-1,-0.772887246032608
"215",-1,-0.965700505210578
"216",1,-1.18662211263147
"217",1,-0.942706966765531
"218",1,0.260215342025406
"219",1,1.03995966905579
"220",1,0.696075872595837
"221",1,0.435128667577181
"222",1,1.22558220211343
"223",1,1.25111361363919
"224",1,0.835810598702481
"225",1,0.36340005877909
"226",1,0.583983223821797
"227",1,0.684859824884495
"228",1,0.844524225258465
"229",1,0.713484782197842
"230",1,0.921740870900107
"231",1,0.94273156953764
"232",1,0.438688038949597
"233",1,0.438222273747697
"234",1,0.474684281827646
"235",1,0.547063628785685
"236",-1,0.620332740941516
"237",-1,0.744521890452487
"238",-1,-1.38683195544306
"239",-1,-0.950563701579021
"240",-1,-0.439028951169445
"241",-1,-1.07470408117594
"242",-1,-0.540885089517044
"243",-1,-0.648242548395457
"244",-1,-0.766528070351239
"245",-1,-0.722815865482505
"246",-1,-1.27363103218796
"247",-1,-0.915074996823133
"248",-1,-0.342305007896662
"249",-1,-0.692215918259765
"250",-1,-0.742354562884168
"251",1,-1.0072669854385
"252",1,-0.843728252207694
"253",1,0.45453369774041
"254",1,0.740060060584134
"255",1,0.611686879324253
"256",1,0.666437677540182
"257",1,1.395598138385
"258",1,0.191660663773499
"259",1,1.4150892281631
"260",1,1.00278784091878
"261",-1,1.18561681483905
"262",-1,0.371679293551891
"263",-1,-0.642869161072468
"264",-1,-0.753390596219677
"265",-1,-0.61664137661987
"266",-1,-1.27658685539943
"267",-1,-0.730700407635925
"268",-1,-1.19362932511664
"269",-1,-0.860822743270609
"270",-1,-0.630397665659747
"271",1,-0.673661303651718
"272",1,-0.425499510198274
"273",1,0.802692129757915
"274",1,0.500066110293079
"275",1,0.793071879380971
"276",1,0.473510967373533
"277",1,0.308360797618623
"278",1,0.972031907092464
"279",1,0.798295025536991
"280",1,0.781775897990982
"281",1,1.08422175447394
"282",1,1.04369762964624
"283",1,0.976184987391431
"284",1,1.25023364612117
"285",1,1.20053282054029
"286",1,0.987878636418985
"287",1,0.652882029081943
"288",1,0.58589506678468
"289",1,1.13173505054618
"290",1,0.343069288848678
"291",-1,0.716710757752408
"292",-1,0.144396452889689
"293",-1,-0.220208089502486
"294",-1,-0.334418365705576
"295",-1,-0.64859128616272
"296",1,-0.746806581669132
"297",1,-1.55291509266157
"298",1,0.443194881918114
"299",1,-0.126846203500253
"300",1,-0.188851292823348
"301",1,0.550877861266436
"302",1,0.36791973049813
"303",1,0.804065431961845
"304",1,0.977074467130486
"305",1,1.09555232643514
"306",-1,0.647840803052486
"307",-1,0.931595195252857
"308",-1,-0.345011047378248
"309",-1,-0.320826171366525
"310",-1,-0.469233211121081
"311",1,-0.40154368116463
"312",1,-0.727675433133621
"313",1,0.402129820968093
"314",1,0.933715599384909
"315",1,0.0996931972399908
"316",1,0.49175001364259
"317",1,0.291947031978358
"318",1,0.545528751829862
"319",1,0.914189951055687
"320",1,1.05667370910229
"321",1,0.529048138270162
"322",1,0.611844691236856
"323",1,0.793943031290976
"324",1,0.691676891398337
"325",1,0.868970444160792
"326",-1,0.932321468490531
"327",-1,0.534140287384516
"328",-1,-0.500624596387154
"329",-1,-1.30776421823531
"330",-1,-0.489418680510346
"331",1,-0.952303858725732
"332",1,-1.19716192746971
"333",1,0.23532191270394
"334",1,0.0899744579015967
"335",1,0.573924813029459
"336",-1,0.511643294533846
"337",-1,1.39768509515204
"338",-1,0.052254684873453
"339",-1,-1.27146180829972
"340",-1,-0.659295622176685
"341",1,-1.21364577705059
"342",1,-0.954839413154647
"343",1,0.398766085175745
"344",1,0.82024056424374
"345",1,0.652838976843048
"346",-1,1.25079287038402
"347",-1,0.723769791916202
"348",-1,-0.288920973398033
"349",-1,-0.365323628631808
"350",-1,-0.618785031737942
"351",-1,-0.438892484091511
"352",-1,-0.600811792903125
"353",-1,-0.979037382900938
"354",-1,-1.38603723441841
"355",-1,-0.334007166632238
"356",-1,-0.934494391596153
"357",-1,-0.777211221876727
"358",-1,-0.620322147042771
"359",-1,-0.727665257454065
"360",-1,-1.06070893520805
"361",1,-0.992428940407277
"362",1,-0.891336837949288
"363",1,0.833867421527805
"364",1,0.404413566220773
"365",1,0.932004886365614
"366",-1,0.889157462327547
"367",-1,0.74134713065456
"368",-1,-0.741384653263443
"369",-1,-0.760272346888349
"370",-1,-0.780594070007052
"371",1,-1.24673639449725
"372",1,-0.823195778744745
"373",1,0.110138136266642
"374",1,0.503277167266277
"375",1,0.76689902452774
"376",-1,0.465476781975673
"377",-1,0.627406745495724
"378",-1,-0.348250663928145
"379",-1,-1.18788483645401
"380",-1,-0.492173180508557
"381",-1,0.022314037271002
"382",-1,-0.315458481056639
"383",-1,-0.748601837022475
"384",-1,-0.608801764229399
"385",-1,-1.07267075200626
"386",-1,-0.244220030909324
"387",-1,-0.402783123336251
"388",-1,-0.441654020182692
"389",-1,-0.972496950383063
"390",-1,-0.701978946835724
"391",-1,-0.957890667897655
"392",-1,-0.924463516904324
"393",-1,-1.01293993220966
"394",-1,-1.17675952713931
"395",-1,-1.17844071544499
"396",1,-0.969384546719307
"397",1,-1.40200765795141
"398",1,0.452304741985889
"399",1,0.531259229318026
"400",1,0.897898852011639
"401",1,0.867891640466569
"402",1,0.964671995253102
"403",1,0.366439762555638
"404",1,0.401285168151597
"405",1,0.556081128636704
"406",-1,0.755123325778957
"407",-1,1.12409634212813
"408",-1,-0.43672753554958
"409",-1,-0.191918093074184
"410",-1,-0.46529773001634
"411",1,-0.306463305474915
"412",1,-0.624473960217969
"413",1,0.26801632967654
"414",1,0.127859676022153
"415",1,0.653637631521399
"416",1,0.970916505053654
"417",1,0.715279160358798
"418",1,0.614385247094022
"419",1,0.660895015915125
"420",1,0.412954591510757
"421",-1,0.554605878224612
"422",-1,0.666919153958426
"423",-1,-0.434897751696066
"424",-1,-0.641967738537755
"425",-1,-0.521611708495884
"426",1,-0.684232912971418
"427",1,-0.178845190150079
"428",1,0.63715538709289
"429",1,1.25960754831711
"430",1,0.629943373848118
"431",-1,0.950081807387389
"432",-1,0.742789717057314
"433",-1,-0.214133852038665
"434",-1,-0.376184034798412
"435",-1,-1.33571797106609
"436",-1,-1.28012265679462
"437",-1,-1.36985547200433
"438",-1,-0.821146795182731
"439",-1,-0.383777247229063
"440",-1,-0.83471189707736
"441",-1,-0.529472539455591
"442",-1,-0.569285068229631
"443",-1,-1.06895234848892
"444",-1,-0.709019473325413
"445",-1,-1.02998676019963
"446",1,-0.364176688640224
"447",1,-0.736232486793139
"448",1,0.952321803763719
"449",1,0.586541049922132
"450",1,0.919990310807782
"451",1,0.7842202673376
"452",1,0.158667476951036
"453",1,0.360576346772123
"454",1,0.867154430365014
"455",1,0.758112773067056
"456",-1,0.430489220107848
"457",-1,0.523298560599228
"458",-1,-0.40002279621259
"459",-1,-0.937702911463658
"460",-1,-0.466339069546102
"461",-1,-0.928271570221691
"462",-1,-0.231340158799359
"463",-1,-1.02875754712325
"464",-1,-0.748944433027132
"465",-1,-1.27435981806825
"466",-1,-1.1217149137004
"467",-1,-1.07981000240373
"468",-1,-0.756710640498194
"469",-1,-0.518500713665452
"470",-1,-0.653606965030218
"471",1,-0.873285385336084
"472",1,-0.543369993257953
"473",1,0.703581219462704
"474",1,0.714013782858946
"475",1,0.926247578883551
"476",1,0.939468041067104
"477",1,0.518468000969099
"478",1,0.993062020780538
"479",1,0.616646733300679
"480",1,0.579695164019643
"481",1,0.80309581800539
"482",1,0.687520124186869
"483",1,0.731247146970427
"484",1,0.966397777394008
"485",1,1.15775589331303
"486",1,0.816966652669714
"487",1,0.930884264926108
"488",1,0.758998299904729
"489",1,0.87471132831029
"490",1,0.954713744861054
"491",1,0.64054487145774
"492",1,0.865704499260555
"493",1,0.99686409556261
"494",1,0.870596839124504
"495",1,1.37356519722087
"496",1,0.730232673721806
"497",1,0.58977040020878
"498",1,0.2114484057538
"499",1,0.95965220219337
"500",1,1.06764571811968
"501",-1,0.82629985144256
"502",-1,1.1048522808666
"503",-1,-0.274718652955058
"504",-1,-0.462831048671421
"505",-1,-0.623286043209013
"506",-1,-0.583232800427248
"507",-1,-0.701205442106858
"508",-1,0.121185524940296
"509",-1,-0.972768951387713
"510",-1,-1.36208576928336
"511",-1,-1.26584367782428
"512",-1,-1.270452882533
"513",-1,-1.06862207281813
"514",-1,-0.946450099912729
"515",-1,-0.926348973468825
"516",1,-0.671257593612815
"517",1,-0.663887508561854
"518",1,0.668686674705999
"519",1,1.22540938871353
"520",1,1.23077086565868
"521",-1,0.493554320112616
"522",-1,0.0320374395731918
"523",-1,-0.277821482167242
"524",-1,-1.20495539312362
"525",-1,-0.807223331540445
"526",-1,-0.798725183915339
"527",-1,-0.0984360856183818
"528",-1,-0.682393227506017
"529",-1,-0.895060012447093
"530",-1,-0.724831548448041
"531",-1,-0.707056324822715
"532",-1,-0.754697018074446
"533",-1,-0.976443636209411
"534",-1,-1.21710477492491
"535",-1,-0.792480793414851
"536",1,-1.25091879606869
"537",1,-1.22446898565294
"538",1,0.706654537366806
"539",1,0.494568219515731
"540",1,0.642651131530826
"541",-1,1.01918645805151
"542",-1,0.72932515469907
"543",-1,-0.0813523732388968
"544",-1,-0.64744983380242
"545",-1,-0.37071301355249
"546",1,-0.48242625819232
"547",1,-0.768278333768632
"548",1,0.162311692359488
"549",1,0.233423296095019
"550",1,0.530266333106666
"551",1,0.552201681660037
"552",1,0.588432413858011
"553",1,1.04401076911352
"554",1,0.734557988005413
"555",1,1.15718405183628
"556",-1,0.70198007569117
"557",-1,1.10897623795696
"558",-1,-0.502927671434054
"559",-1,-0.546080002937891
"560",-1,-0.382817388596575
"561",-1,-0.81441049800552
"562",-1,-0.906525697573335
"563",-1,-0.178157119389692
"564",-1,-0.378406331035529
"565",-1,-0.81603394088817
"566",-1,-0.561820407666461
"567",-1,-0.856340252038899
"568",-1,-0.570789845992973
"569",-1,-0.30463026788785
"570",-1,-1.194026775742
"571",-1,-0.519443758675085
"572",-1,-0.296277557405299
"573",-1,-0.671441996454567
"574",-1,-0.188009665047341
"575",-1,-0.61053144354072
"576",1,-1.1112186698915
"577",1,-1.53188965225944
"578",1,0.13671574048522
"579",1,0.72562984638523
"580",1,0.795495400231995
"581",-1,0.898430848320583
"582",-1,0.627486412328818
"583",-1,-0.385972280400752
"584",-1,-1.12483895361388
"585",-1,-1.04732355813951
"586",1,-1.11047842205493
"587",1,-0.713208972301388
"588",1,0.389611898425658
"589",1,0.230738819668999
"590",1,0.621980508105376
"591",-1,0.493756621644305
"592",-1,0.501490700460584
"593",-1,-0.212737973625333
"594",-1,-0.552483024159692
"595",-1,-0.561028031654938
"596",1,-0.438770210084564
"597",1,-0.646243364249929
"598",1,0.633973066422481
"599",1,0.880700152042273
"600",1,1.1457373572729
"601",1,1.01229532065404
"602",1,1.30759074872217
"603",1,0.926968648588247
"604",1,0.846201858493769
"605",1,1.36565147721163
"606",-1,0.760237965274234
"607",-1,0.827571663840929
"608",-1,-0.0950558110993749
"609",-1,-0.487420478203298
"610",-1,-0.213643378427962
"611",1,-0.313087434444589
"612",1,-0.562446479441825
"613",1,0.245186102557786
"614",1,0.775577053635659
"615",1,0.296803814027153
"616",-1,0.756878547676083
"617",-1,1.01089716637224
"618",-1,-0.303876955461152
"619",-1,-0.293971043376645
"620",-1,0.01431025714265
"621",1,-0.29409656188014
"622",1,-0.550293501351963
"623",1,0.702442421684401
"624",1,0.82489813891004
"625",1,0.356331907972852
"626",1,0.571210787167774
"627",1,1.11238992540874
"628",1,0.82622833828087
"629",1,1.00142734183007
"630",1,0.52717687725131
"631",1,0.779475404945175
"632",1,0.973446088933984
"633",1,0.39922551727698
"634",1,0.838695849899735
"635",1,0.728868517764567
"636",1,0.484578441175065
"637",1,0.719552278174407
"638",1,0.163672716316818
"639",1,-0.0111897412679534
"640",1,0.224106895582377
"641",1,0.310472407233306
"642",1,0.278260948674772
"643",1,0.104785916726548
"644",1,0.70722713585315
"645",1,0.222144693976771
"646",1,0.697164154395357
"647",1,0.987018135829803
"648",1,0.818137195222186
"649",1,0.838723424299513
"650",1,0.690944878383876
"651",-1,0.312484213227881
"652",-1,0.683044459554085
"653",-1,-0.150481163992705
"654",-1,-0.0167111532328142
"655",-1,-0.709303129134433
"656",1,-1.22844325041879
"657",1,-0.807236539223572
"658",1,0.499586349901392
"659",1,0.542329418013124
"660",1,0.329377153846282
"661",-1,1.31383414256059
"662",-1,0.11872516985704
"663",-1,-0.678060681225448
"664",-1,-1.10858485247298
"665",-1,-1.03007342909892
"666",1,-0.754174845787871
"667",1,-0.763586853582971
"668",1,0.180356027502153
"669",1,0.803314352674089
"670",1,0.924762389727872
"671",-1,1.00805553366944
"672",-1,0.708015267735523
"673",-1,-0.0740230479883301
"674",-1,-0.327554703498582
"675",-1,0.166885985116557
"676",1,-0.218264595930665
"677",1,-0.244170187848009
"678",1,0.584913057320897
"679",1,0.280007088319866
"680",1,0.544840106608925
"681",-1,0.468002348182671
"682",-1,0.527548996814828
"683",-1,-0.307172485713042
"684",-1,-0.782319994184482
"685",-1,-1.02139901925912
"686",1,-0.955222412460881
"687",1,-0.889655831763479
"688",1,0.499878055463175
"689",1,0.309856200786103
"690",1,0.745647681743315
"691",-1,0.767392578166411
"692",-1,1.1951021062427
"693",-1,-0.395501609160412
"694",-1,-0.620053557914395
"695",-1,-1.06768424806554
"696",-1,-1.26077607763256
"697",-1,-0.800779129799604
"698",-1,-0.908742339980231
"699",-1,-0.671404701748771
"700",-1,-1.06577602952241
"701",-1,-0.244678127687134
"702",-1,-0.664743699677664
"703",-1,-0.412866681310187
"704",-1,-0.777522105632331
"705",-1,-0.818621138456554
"706",-1,-0.57568071134824
"707",-1,-0.577558704430315
"708",-1,-1.09575880538674
"709",-1,-1.32628276953095
"710",-1,-1.26491363057385
"711",-1,-1.37601076830947
"712",-1,-0.934855459612487
"713",-1,-1.00312805350242
"714",-1,-0.978924550294946
"715",-1,-1.284924041593
"716",1,-0.666828855336312
"717",1,-0.668416693433055
"718",1,0.395764337214227
"719",1,0.929310011373059
"720",1,0.491400779689717
"721",-1,0.859753109213042
"722",-1,0.900721412684564
"723",-1,-0.272251384379379
"724",-1,-0.799867109691974
"725",-1,-0.627395122840371
"726",1,-0.907524218476839
"727",1,-1.08839731220318
"728",1,-0.0396611175524054
"729",1,0.822507605588296
"730",1,0.445286917988698
"731",-1,0.648216614843466
"732",-1,0.358303015864617
"733",-1,-0.600145434505324
"734",-1,-1.69394488588887
"735",-1,-1.28408110426075
"736",-1,-1.3900012655431
"737",-1,-1.2804745167537
"738",-1,-1.01143901489832
"739",-1,-0.988371207254157
"740",-1,-0.248447833096927
"741",1,-0.889496255055841
"742",1,-0.869572105990971
"743",1,-0.107327033742451
"744",1,0.344253167462083
"745",1,0.194309711574906
"746",-1,0.633667858834084
"747",-1,0.983729234346459
"748",-1,-0.261230129463949
"749",-1,-0.790521480700283
"750",-1,-1.24441700724359
"751",1,-0.405824914818581
"752",1,-0.0931410361011318
"753",1,0.597050987293263
"754",1,0.374059430133293
"755",1,1.05970862445174
"756",1,0.628809381081833
"757",1,0.622062230720949
"758",1,1.03589828277592
"759",1,0.39581503690052
"760",1,0.110541075803157
"761",1,0.773936384093329
"762",1,0.873783113944436
"763",1,0.828960804434003
"764",1,0.962519820189032
"765",1,1.17637481743635
"766",1,1.19239958706053
"767",1,0.724337547616604
"768",1,1.07224367861069
"769",1,0.914066770883629
"770",1,0.680731099564957
"771",1,0.410969104474724
"772",1,0.923281654246013
"773",1,0.688438490129448
"774",1,0.792450717082113
"775",1,0.541068175358985
"776",-1,0.255443964300154
"777",-1,0.72907707051654
"778",-1,-0.471389692302526
"779",-1,-0.250633904137575
"780",-1,-0.385545637010972
"781",-1,-0.335744990655579
"782",-1,-0.904613364006387
"783",-1,-1.07735443170496
"784",-1,-1.25116995998459
"785",-1,-0.747713537526838
"786",1,0.0608855354874197
"787",1,-0.404074220676479
"788",1,0.284475011695292
"789",1,0.880143629203344
"790",1,0.403892394369167
"791",-1,0.258532014404227
"792",-1,0.891278286310874
"793",-1,-0.66841873586861
"794",-1,-0.560487261338841
"795",-1,-0.265435218876016
"796",-1,-0.539306501347665
"797",-1,-0.413722880012768
"798",-1,-1.2028560023075
"799",-1,-0.639892099385794
"800",-1,-0.106451097928228
"801",-1,-0.484978378260602
"802",-1,-1.18109433039811
"803",-1,-0.908606112710408
"804",-1,-0.993134123867921
"805",-1,-0.728013400113432
"806",1,-0.670046511797447
"807",1,-0.645884360654495
"808",1,0.323551844485836
"809",1,0.40678073603541
"810",1,0.473797895931105
"811",-1,0.962745582013185
"812",-1,0.214426194822297
"813",-1,-0.582550136801596
"814",-1,-0.586107468865438
"815",-1,-0.925128381801548
"816",-1,-0.649724377021333
"817",-1,-0.792689197578028
"818",-1,-1.0862955429486
"819",-1,-0.803105065323157
"820",-1,-0.901667695316752
"821",1,-0.955004897320468
"822",1,-1.0635585068015
"823",1,0.35513351210489
"824",1,-0.0120597984590722
"825",1,0.443145305500325
"826",-1,0.487476842280955
"827",-1,0.406936296761219
"828",-1,-0.303620146253038
"829",-1,-0.845927458074924
"830",-1,-0.582341446884286
"831",-1,-0.433871698790977
"832",-1,-0.759119025074521
"833",-1,-0.676829619386704
"834",-1,-0.56253603927436
"835",-1,-0.767545454863834
"836",1,-0.605052321124513
"837",1,-1.15309566801065
"838",1,0.694376434542063
"839",1,0.328916966795517
"840",1,0.0800079401137881
"841",-1,1.05131945192147
"842",-1,0.774478710621911
"843",-1,-0.264848535602886
"844",-1,-0.689885079907016
"845",-1,-1.03321762182667
"846",1,-1.79155206975432
"847",1,-0.806199936299268
"848",1,0.246828379857702
"849",1,0.488206166202805
"850",1,0.791088355947771
"851",-1,0.308227680837166
"852",-1,0.458094220241974
"853",-1,-0.138934718233953
"854",-1,-0.389251037950403
"855",-1,-1.05652064834825
"856",-1,-1.50344064035967
"857",-1,-1.12334426895886
"858",-1,-0.839807321813593
"859",-1,-0.542199397062777
"860",-1,-0.730862821708161
"861",1,-1.12922912008713
"862",1,-0.761327118487152
"863",1,0.019566923662077
"864",1,0.21711660308365
"865",1,0.392994430633263
"866",1,0.269747557275304
"867",1,0.565817603074379
"868",1,0.424025611529697
"869",1,0.607047676485798
"870",1,0.5843958730366
"871",1,0.606481633093
"872",1,0.582883447393293
"873",1,1.12921441687944
"874",1,1.04060182675161
"875",1,0.881082532339357
"876",1,0.371047902052819
"877",1,0.210566602339759
"878",1,0.0382112745492383
"879",1,1.42933364973861
"880",1,1.17500816944663
"881",1,0.976521028398349
"882",1,0.555799274789146
"883",1,0.407811953810882
"884",1,0.885838468626999
"885",1,1.28588860141952
"886",-1,0.358985113922101
"887",-1,0.598025318734055
"888",-1,-0.485009257543974
"889",-1,-1.26443279799939
"890",-1,-0.577213716042075
"891",1,-0.899541092469553
"892",1,-0.205747872560996
"893",1,0.3921076284656
"894",1,0.762532459940797
"895",1,0.381180301773225
"896",-1,0.501371127284089
"897",-1,0.340382730471069
"898",-1,-0.394790645789921
"899",-1,-0.22296048598146
"900",-1,-0.822709590603702
"901",-1,-0.617042977635109
"902",-1,-0.909413113862467
"903",-1,-0.77456923671639
"904",-1,-0.418683770458812
"905",-1,-0.684791409757355
"906",-1,-1.08168540593805
"907",-1,-1.11351894409822
"908",-1,-0.929166490976848
"909",-1,-0.909078386002302
"910",-1,-1.11015075232356
"911",1,-0.815805918120349
"912",1,-0.424530793242123
"913",1,0.388154459592144
"914",1,0.553214510478521
"915",1,-0.000167879909174218
"916",-1,0.36384821743105
"917",-1,0.214809396668035
"918",-1,-0.682555979492353
"919",-1,-0.538431556147805
"920",-1,-0.237377237279062
"921",-1,-0.0944647479185623
"922",-1,-0.65481458940184
"923",-1,-0.817573604378961
"924",-1,-0.519888976799202
"925",-1,-0.582498947504316
"926",-1,-0.49575639256095
"927",-1,-0.474362851876021
"928",-1,-1.17912905710231
"929",-1,-0.678252361363741
"930",-1,-0.819336787405656
"931",-1,-1.0413971503608
"932",-1,-1.06790883945275
"933",-1,-0.462921656105263
"934",-1,-1.0090921004758
"935",-1,-1.21884390020602
"936",-1,-0.824197242811668
"937",-1,-0.196603702154992
"938",-1,-0.68097938889276
"939",-1,-0.645421158874726
"940",-1,-1.04865825142229
"941",1,-0.305885609633772
"942",1,-0.672248144901611
"943",1,0.619651244372879
"944",1,0.358465393968044
"945",1,0.939625871687169
"946",1,0.911850006378543
"947",1,0.453447756697493
"948",1,0.748958702109977
"949",1,0.628217481760521
"950",1,0.791403510361358
"951",1,0.706105819784302
"952",1,0.716770263570474
"953",1,0.449764851473018
"954",1,0.620639323589548
"955",1,0.983386901084978
"956",-1,1.37068843017902
"957",-1,0.55284136080794
"958",-1,0.338320906486579
"959",-1,0.0262075864000096
"960",-1,-0.478385923904489
"961",-1,-0.750428854935217
"962",-1,-0.967573346347524
"963",-1,-0.554161330617952
"964",-1,-0.975737686750263
"965",-1,-0.968033030113176
"966",-1,-0.560774173773173
"967",-1,-0.626356714000741
"968",-1,-0.470959238150269
"969",-1,-0.560942262031034
"970",-1,-0.855129021072489
"971",-1,-0.952025077804555
"972",-1,-0.575431090335533
"973",-1,-0.975514575069845
"974",-1,-0.448828059544656
"975",-1,-0.486948473436416
"976",1,-0.62750128655674
"977",1,-0.740026113925875
"978",1,0.545299193348624
"979",1,1.75319755270517
"980",1,0.906473147361687
"981",1,0.371665029421324
"982",1,1.33911250208894
"983",1,1.0807239498984
"984",1,0.677619253293666
"985",1,1.6279498923465
"986",-1,1.1398985752649
"987",-1,1.01071691529745
"988",-1,-0.568527961148948
"989",-1,-0.947231703835608
"990",-1,-1.33180933117316
"991",-1,-1.03187707997945
